2026-06-17 22:38:18.495 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.MappingConfigReader - [client:400207]parse mapping config information
2026-06-17 22:38:18.496 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400202]start a schedule task to get global/local catalog for 0895ba2928f20756d9555ba4578dee0fe95bb27887e488f7f20acfdad3599769, its period 5s 
2026-06-17 22:38:18.498 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400203]cache file auto update thread launch in 8c7f290f90f3b5b0ed550cecf257746a1903e1069c0b569a63a78275f1ce5be4 account
2026-06-17 22:38:18.499 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.DirsConfigReader - [client:400206]parse dir config information
2026-06-17 22:38:18.500 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.MappingConfigReader - [client:400207]parse mapping config information
2026-06-17 22:38:18.502 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400202]start a schedule task to get global/local catalog for 8c7f290f90f3b5b0ed550cecf257746a1903e1069c0b569a63a78275f1ce5be4, its period 5s 
2026-06-17 22:38:18.504 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400203]cache file auto update thread launch in 2f294579adf28bd278b07ed67afd0aace39281da9a6925d890ed03a186695977 account
2026-06-17 22:38:18.505 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.DirsConfigReader - [client:400206]parse dir config information
2026-06-17 22:38:18.506 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.MappingConfigReader - [client:400207]parse mapping config information
2026-06-17 22:38:18.508 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400202]start a schedule task to get global/local catalog for 2f294579adf28bd278b07ed67afd0aace39281da9a6925d890ed03a186695977, its period 5s 
2026-06-17 22:38:18.510 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400203]cache file auto update thread launch in d574b100454e0ebba0291c9e92611bb188e370f6db99792a37038b2db2525449 account
2026-06-17 22:38:18.511 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.DirsConfigReader - [client:400206]parse dir config information
2026-06-17 22:38:18.512 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.MappingConfigReader - [client:400207]parse mapping config information
2026-06-17 22:38:18.514 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400202]start a schedule task to get global/local catalog for d574b100454e0ebba0291c9e92611bb188e370f6db99792a37038b2db2525449, its period 5s 
2026-06-17 22:38:18.516 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400203]cache file auto update thread launch in 40f287ef0f4f17b22c0296cc17d7868ebbe0bd09a09fdaf8f7a2a8839acf4ee6 account
2026-06-17 22:38:18.517 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.DirsConfigReader - [client:400206]parse dir config information
2026-06-17 22:38:18.519 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.MappingConfigReader - [client:400207]parse mapping config information
2026-06-17 22:38:18.520 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400202]start a schedule task to get global/local catalog for 40f287ef0f4f17b22c0296cc17d7868ebbe0bd09a09fdaf8f7a2a8839acf4ee6, its period 5s 
2026-06-17 22:38:18.522 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.manager.U2CatalogManager - [client:400203]cache file auto update thread launch in af2d5aa604ba309ea855a260b82e4d6c783856b3dc3b763951c0a144cd835d9c account
2026-06-17 22:38:18.524 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.DirsConfigReader - [client:400206]parse dir config information
2026-06-17 22:38:18.525 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.config.MappingConfigReader - [client:400207]parse mapping config information
